<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.07.21	22:00:00	1.95946	1.95995	1.95899	1.95956	489	0	14
2025.07.21	22:15:00	1.95956	1.95985	1.95953	1.95964	885	0	14
2025.07.21	22:30:00	1.95964	1.95996	1.95959	1.95964	445	0	14
2025.07.21	22:45:00	1.95964	1.95977	1.95947	1.95950	1005	0	14
2025.07.21	23:00:00	1.95950	1.95968	1.95924	1.95930	607	0	14
2025.07.21	23:15:00	1.95930	1.95950	1.95908	1.95918	560	0	14
2025.07.21	23:30:00	1.95918	1.95934	1.95891	1.95916	643	0	14
2025.07.21	23:45:00	1.95915	1.95930	1.95835	1.95927	1111	0	14
2025.07.22	00:00:00	1.95928	1.95931	1.95859	1.95905	2154	0	14
2025.07.22	00:15:00	1.95903	1.96117	1.95891	1.96082	1804	0	14
2025.07.22	00:30:00	1.96082	1.96103	1.96037	1.96099	1885	0	14
2025.07.22	00:45:00	1.96100	1.96141	1.96034	1.96098	2418	0	14
2025.07.22	01:00:00	1.96098	1.96098	1.95969	1.95988	1731	0	14
2025.07.22	01:15:00	1.95987	1.96014	1.95944	1.95970	1505	0	14
2025.07.22	01:30:00	1.95970	1.96113	1.95957	1.96111	2174	0	14
2025.07.22	01:45:00	1.96109	1.96173	1.96084	1.96145	2167	0	14
2025.07.22	02:00:00	1.96144	1.96156	1.96059	1.96089	2109	0	14
2025.07.22	02:15:00	1.96089	1.96107	1.95993	1.96070	1565	0	14
2025.07.22	02:30:00	1.96073	1.96147	1.96052	1.96066	1648	0	14
2025.07.22	02:45:00	1.96066	1.96075	1.95988	1.96072	1725	0	14
2025.07.22	03:00:00	1.96071	1.96104	1.96016	1.96044	1430	0	14
2025.07.22	03:15:00	1.96044	1.96129	1.96036	1.96073	1802	0	14
2025.07.22	03:30:00	1.96074	1.96180	1.96073	1.96102	1691	0	14
2025.07.22	03:45:00	1.96102	1.96149	1.96066	1.96098	1611	0	14
2025.07.22	04:00:00	1.96097	1.96166	1.96088	1.96136	1392	0	14
2025.07.22	04:15:00	1.96135	1.96149	1.96050	1.96060	1250	0	14
2025.07.22	04:30:00	1.96060	1.96108	1.96045	1.96085	1103	0	14
2025.07.22	04:45:00	1.96086	1.96173	1.96067	1.96147	1515	0	14
2025.07.22	05:00:00	1.96147	1.96274	1.96141	1.96256	1652	0	14
2025.07.22	05:15:00	1.96255	1.96265	1.96213	1.96249	1881	0	14
2025.07.22	05:30:00	1.96249	1.96322	1.96223	1.96319	1632	0	14
2025.07.22	05:45:00	1.96320	1.96404	1.96280	1.96395	2040	0	14
2025.07.22	06:00:00	1.96395	1.96434	1.96315	1.96409	2224	0	14
2025.07.22	06:15:00	1.96409	1.96453	1.96382	1.96395	2137	0	14
2025.07.22	06:30:00	1.96395	1.96549	1.96384	1.96546	2037	0	14
2025.07.22	06:45:00	1.96547	1.96657	1.96490	1.96646	2874	0	14
2025.07.22	07:00:00	1.96646	1.96690	1.96494	1.96507	2517	0	14
2025.07.22	07:15:00	1.96507	1.96577	1.96467	1.96518	2166	0	14
2025.07.22	07:30:00	1.96518	1.96549	1.96489	1.96533	1861	0	14
2025.07.22	07:45:00	1.96533	1.96705	1.96509	1.96673	2677	0	14
2025.07.22	08:00:00	1.96673	1.96707	1.96607	1.96656	2517	0	14
2025.07.22	08:15:00	1.96655	1.96710	1.96587	1.96642	1995	0	14
2025.07.22	08:30:00	1.96642	1.96755	1.96613	1.96732	2499	0	14
2025.07.22	08:45:00	1.96732	1.96781	1.96701	1.96764	2168	0	14
2025.07.22	09:00:00	1.96763	1.96775	1.96650	1.96655	2494	0	14
2025.07.22	09:15:00	1.96656	1.96698	1.96653	1.96691	1753	0	14
2025.07.22	09:30:00	1.96691	1.96704	1.96578	1.96650	1622	0	14
2025.07.22	09:45:00	1.96650	1.96664	1.96604	1.96627	1577	0	14
2025.07.22	10:00:00	1.96628	1.96642	1.96542	1.96568	2087	0	14
2025.07.22	10:15:00	1.96568	1.96640	1.96562	1.96625	1485	0	14
2025.07.22	10:30:00	1.96624	1.96676	1.96614	1.96675	1667	0	14
2025.07.22	10:45:00	1.96675	1.96716	1.96642	1.96691	1598	0	14
2025.07.22	11:00:00	1.96691	1.96740	1.96657	1.96668	1802	0	14
2025.07.22	11:15:00	1.96657	1.96667	1.96481	1.96503	1649	0	14
2025.07.22	11:30:00	1.96503	1.96515	1.96387	1.96393	2099	0	14
2025.07.22	11:45:00	1.96394	1.96404	1.96347	1.96382	2719	0	14
2025.07.22	12:00:00	1.96382	1.96394	1.96179	1.96180	2496	0	14
2025.07.22	12:15:00	1.96180	1.96204	1.96141	1.96163	2097	0	14
2025.07.22	12:30:00	1.96163	1.96175	1.96040	1.96041	2448	0	14
2025.07.22	12:45:00	1.96041	1.96048	1.95890	1.95988	3783	0	14
2025.07.22	13:00:00	1.95987	1.95993	1.95632	1.95652	3530	0	14
2025.07.22	13:15:00	1.95653	1.95779	1.95626	1.95714	3192	0	14
2025.07.22	13:30:00	1.95714	1.95919	1.95706	1.95908	3843	0	14
2025.07.22	13:45:00	1.95908	1.96032	1.95877	1.96010	4557	0	14
2025.07.22	14:00:00	1.96010	1.96064	1.95880	1.95887	4538	0	14
2025.07.22	14:15:00	1.95887	1.95944	1.95852	1.95890	3777	0	14
2025.07.22	14:30:00	1.95890	1.95897	1.95672	1.95717	3980	0	14
2025.07.22	14:45:00	1.95717	1.95769	1.95624	1.95721	6251	0	14
2025.07.22	15:00:00	1.95719	1.95761	1.95557	1.95713	5268	0	14
2025.07.22	15:15:00	1.95712	1.95851	1.95693	1.95842	3139	0	14
2025.07.22	15:30:00	1.95842	1.95877	1.95778	1.95870	3827	0	14
2025.07.22	15:45:00	1.95871	1.95872	1.95770	1.95805	3248	0	14
2025.07.22	16:00:00	1.95804	1.95914	1.95773	1.95888	3974	0	14
2025.07.22	16:15:00	1.95890	1.95897	1.95840	1.95877	2609	0	14
2025.07.22	16:30:00	1.95873	1.95878	1.95818	1.95846	2656	0	14
2025.07.22	16:45:00	1.95847	1.95883	1.95819	1.95865	2369	0	14
2025.07.22	17:00:00	1.95864	1.95915	1.95841	1.95898	2161	0	14
2025.07.22	17:15:00	1.95898	1.95903	1.95789	1.95820	2010	0	14
2025.07.22	17:30:00	1.95818	1.95855	1.95795	1.95814	2008	0	14
2025.07.22	17:45:00	1.95813	1.95827	1.95774	1.95818	1895	0	14
2025.07.22	18:00:00	1.95818	1.95844	1.95785	1.95809	1820	0	14
2025.07.22	18:15:00	1.95808	1.95858	1.95801	1.95822	1636	0	14
2025.07.22	18:30:00	1.95822	1.95834	1.95780	1.95803	1723	0	14
2025.07.22	18:45:00	1.95802	1.95832	1.95790	1.95812	1531	0	14
2025.07.22	19:00:00	1.95816	1.95866	1.95795	1.95846	1577	0	14
2025.07.22	19:15:00	1.95846	1.95847	1.95777	1.95792	1116	0	14
2025.07.22	19:30:00	1.95792	1.95821	1.95771	1.95797	1068	0	14
2025.07.22	19:45:00	1.95795	1.95813	1.95771	1.95783	1389	0	14
2025.07.22	20:00:00	1.95782	1.95792	1.95712	1.95770	1187	0	14
2025.07.22	20:15:00	1.95770	1.95793	1.95750	1.95788	880	0	14
2025.07.22	20:30:00	1.95787	1.95798	1.95757	1.95773	771	0	14
2025.07.22	20:45:00	1.95771	1.95861	1.95770	1.95847	1604	0	14
2025.07.22	21:00:00	1.95847	1.96447	1.95768	1.95953	1517	0	46
2025.07.22	21:15:00	1.95953	1.95961	1.95805	1.95919	942	0	22
2025.07.22	21:30:00	1.95917	1.95943	1.95853	1.95886	1341	0	14
2025.07.22	21:45:00	1.95886	1.95998	1.95865	1.95960	1542	0	16
2025.07.22	22:00:00	1.95960	1.95991	1.95825	1.95848	818	0	14
2025.07.22	22:15:00	1.95848	1.95879	1.95835	1.95858	560	0	14
2025.07.22	22:30:00	1.95858	1.95866	1.95838	1.95857	600	0	14
2025.07.22	22:45:00	1.95857	1.95874	1.95818	1.95824	555	0	14
2025.07.22	23:00:00	1.95824	1.95825	1.95681	1.95735	1302	0	14
2025.07.22	23:15:00	1.95735	1.95743	1.95544	1.95631	2334	0	14
2025.07.22	23:30:00	1.95630	1.95656	1.95575	1.95622	1502	0	14
2025.07.22	23:45:00	1.95622	1.95698	1.95617	1.95688	1752	0	14
2025.07.23	00:00:00	1.95690	1.95747	1.95624	1.95684	2975	0	14
2025.07.23	00:15:00	1.95683	1.95725	1.95562	1.95563	3646	0	14
2025.07.23	00:30:00	1.95562	1.95605	1.95530	1.95572	2551	0	14
2025.07.23	00:45:00	1.95572	1.95605	1.95500	1.95579	2819	0	14
2025.07.23	01:00:00	1.95579	1.95590	1.95480	1.95487	3287	0	14
2025.07.23	01:15:00	1.95487	1.95589	1.95445	1.95558	2625	0	14
2025.07.23	01:30:00	1.95559	1.95589	1.95485	1.95488	2755	0	14
2025.07.23	01:45:00	1.95488	1.95561	1.95367	1.95428	3174	0	14
2025.07.23	02:00:00	1.95428	1.95525	1.95393	1.95522	2470	0	14
2025.07.23	02:15:00	1.95524	1.95566	1.95447	1.95559	4620	0	14
2025.07.23	02:30:00	1.95559	1.95608	1.95476	1.95608	2820	0	14
2025.07.23	02:45:00	1.95608	1.95623	1.95548	1.95581	2594	0	14
2025.07.23	03:00:00	1.95579	1.95590	1.95475	1.95490	2051	0	14
2025.07.23	03:15:00	1.95490	1.95495	1.95328	1.95343	2425	0	14
2025.07.23	03:30:00	1.95343	1.95387	1.95288	1.95353	2611	0	14
2025.07.23	03:45:00	1.95352	1.95456	1.95330	1.95425	2652	0	14
2025.07.23	04:00:00	1.95427	1.95428	1.95257	1.95263	1752	0	14
2025.07.23	04:15:00	1.95263	1.95270	1.95167	1.95184	1781	0	14
2025.07.23	04:30:00	1.95181	1.95184	1.95038	1.95068	1624	0	14
2025.07.23	04:45:00	1.95067	1.95092	1.95036	1.95065	1718	0	14
2025.07.23	05:00:00	1.95065	1.95104	1.95028	1.95068	2058	0	14
2025.07.23	05:15:00	1.95068	1.95068	1.94998	1.95002	1674	0	14
2025.07.23	05:30:00	1.95002	1.95028	1.94872	1.94942	2662	0	14
2025.07.23	05:45:00	1.94941	1.95032	1.94885	1.95003	2616	0	14
2025.07.23	06:00:00	1.95004	1.95007	1.94925	1.94986	3564	0	14
2025.07.23	06:15:00	1.94987	1.95060	1.94930	1.94941	2729	0	14
2025.07.23	06:30:00	1.94941	1.95071	1.94910	1.94965	2915	0	14
2025.07.23	06:45:00	1.94965	1.95021	1.94931	1.94962	2685	0	14
2025.07.23	07:00:00	1.94960	1.94968	1.94795	1.94822	3340	0	14
2025.07.23	07:15:00	1.94822	1.94837	1.94682	1.94747	2901	0	14
2025.07.23	07:30:00	1.94747	1.94751	1.94632	1.94678	2743	0	14
2025.07.23	07:45:00	1.94678	1.94709	1.94649	1.94673	2957	0	14
2025.07.23	08:00:00	1.94673	1.94697	1.94602	1.94607	3212	0	14
2025.07.23	08:15:00	1.94607	1.94638	1.94564	1.94581	2456	0	14
2025.07.23	08:30:00	1.94580	1.94585	1.94405	1.94474	2917	0	14
2025.07.23	08:45:00	1.94476	1.94533	1.94436	1.94502	2505	0	14
2025.07.23	09:00:00	1.94503	1.94534	1.94439	1.94528	2092	0	14
2025.07.23	09:15:00	1.94530	1.94548	1.94466	1.94514	1983	0	14
2025.07.23	09:30:00	1.94514	1.94518	1.94393	1.94417	1627	0	14
2025.07.23	09:45:00	1.94417	1.94427	1.94336	1.94351	2010	0	14
2025.07.23	10:00:00	1.94352	1.94352	1.94159	1.94181	2054	0	14
2025.07.23	10:15:00	1.94181	1.94181	1.94080	1.94120	2181	0	14
2025.07.23	10:30:00	1.94121	1.94153	1.94058	1.94116	2112	0	14
2025.07.23	10:45:00	1.94116	1.94157	1.94030	1.94094	2159	0	14
2025.07.23	11:00:00	1.94094	1.94139	1.94020	1.94056	2914	0	14
2025.07.23	11:15:00	1.94055	1.94103	1.94037	1.94084	2403	0	14
2025.07.23	11:30:00	1.94083	1.94106	1.93969	1.93978	2515	0	14
2025.07.23	11:45:00	1.93979	1.94039	1.93963	1.94002	2583	0	14
2025.07.23	12:00:00	1.94003	1.94157	1.93957	1.94138	2451	0	14
2025.07.23	12:15:00	1.94138	1.94180	1.94119	1.94141	2394	0	14
2025.07.23	12:30:00	1.94139	1.94237	1.94102	1.94185	2611	0	14
2025.07.23	12:45:00	1.94183	1.94338	1.94150	1.94298	3126	0	14
2025.07.23	13:00:00	1.94299	1.94312	1.94145	1.94182	3454	0	14
2025.07.23	13:15:00	1.94181	1.94228	1.94133	1.94202	3000	0	14
2025.07.23	13:30:00	1.94198	1.94245	1.94132	1.94232	4237	0	14
2025.07.23	13:45:00	1.94232	1.94327	1.94180	1.94234	3894	0	14
2025.07.23	14:00:00	1.94235	1.94344	1.94214	1.94332	3680	0	14
2025.07.23	14:15:00	1.94332	1.94374	1.94286	1.94303	3314	0	14
2025.07.23	14:30:00	1.94305	1.94377	1.94167	1.94194	3681	0	14
2025.07.23	14:45:00	1.94195	1.94337	1.94192	1.94294	4271	0	14
2025.07.23	15:00:00	1.94294	1.94426	1.94285	1.94407	3863	0	14
2025.07.23	15:15:00	1.94407	1.94434	1.94348	1.94376	2583	0	14
2025.07.23	15:30:00	1.94378	1.94414	1.94334	1.94393	3077	0	14
2025.07.23	15:45:00	1.94393	1.94589	1.94312	1.94559	4862	0	14
2025.07.23	16:00:00	1.94558	1.94727	1.94537	1.94662	7251	0	14
2025.07.23	16:15:00	1.94663	1.94837	1.94637	1.94810	4086	0	14
2025.07.23	16:30:00	1.94809	1.94893	1.94807	1.94827	3611	0	14
2025.07.23	16:45:00	1.94827	1.94925	1.94824	1.94916	2633	0	14
2025.07.23	17:00:00	1.94918	1.94925	1.94814	1.94835	3845	0	14
2025.07.23	17:15:00	1.94834	1.94925	1.94832	1.94839	3073	0	14
2025.07.23	17:30:00	1.94840	1.94876	1.94834	1.94859	2139	0	14
2025.07.23	17:45:00	1.94858	1.94870	1.94743	1.94802	3768	0	14
2025.07.23	18:00:00	1.94803	1.94824	1.94734	1.94759	2746	0	14
2025.07.23	18:15:00	1.94759	1.94786	1.94714	1.94766	2487	0	14
2025.07.23	18:30:00	1.94764	1.94798	1.94732	1.94787	2069	0	14
2025.07.23	18:45:00	1.94788	1.94848	1.94768	1.94813	2051	0	14
2025.07.23	19:00:00	1.94812	1.94866	1.94759	1.94765	2310	0	14
2025.07.23	19:15:00	1.94765	1.94786	1.94745	1.94779	1865	0	14
2025.07.23	19:30:00	1.94779	1.94803	1.94776	1.94788	1971	0	14
2025.07.23	19:45:00	1.94786	1.94849	1.94783	1.94813	1910	0	14
2025.07.23	20:00:00	1.94814	1.94833	1.94757	1.94764	1823	0	14
2025.07.23	20:15:00	1.94764	1.94826	1.94748	1.94765	1090	0	14
2025.07.23	20:30:00	1.94765	1.94768	1.94713	1.94733	2228	0	14
2025.07.23	20:45:00	1.94732	1.94777	1.94661	1.94687	2545	0	14
2025.07.23	21:00:00	1.94677	1.94712	1.94570	1.94690	332	0	90
2025.07.23	21:15:00	1.94692	1.94782	1.94687	1.94776	355	0	87
2025.07.23	21:30:00	1.94775	1.94858	1.94732	1.94831	709	0	27
2025.07.23	21:45:00	1.94829	1.94859	1.94720	1.94737	1552	0	17
2025.07.23	22:00:00	1.94737	1.94825	1.94716	1.94767	1095	0	14
2025.07.23	22:15:00	1.94768	1.94800	1.94747	1.94765	1983	0	14
2025.07.23	22:30:00	1.94765	1.94765	1.94687	1.94720	776	0	14
2025.07.23	22:45:00	1.94719	1.94748	1.94713	1.94729	939	0	14
2025.07.23	23:00:00	1.94729	1.94734	1.94644	1.94654	960	0	14
2025.07.23	23:15:00	1.94654	1.94749	1.94623	1.94708	928	0	14
2025.07.23	23:30:00	1.94708	1.94727	1.94681	1.94724	854	0	14
2025.07.23	23:45:00	1.94725	1.94747	1.94678	1.94678	1212	0	14
2025.07.24	00:00:00	1.94678	1.94727	1.94630	1.94716	2296	0	14
2025.07.24	00:15:00	1.94716	1.94721	1.94617	1.94620	2020	0	14
2025.07.24	00:30:00	1.94620	1.94698	1.94600	1.94671	2498	0	14
2025.07.24	00:45:00	1.94674	1.94749	1.94637	1.94661	2681	0	14
2025.07.24	01:00:00	1.94660	1.94664	1.94393	1.94475	3199	0	14
2025.07.24	01:15:00	1.94475	1.94559	1.94398	1.94432	3569	0	14
2025.07.24	01:30:00	1.94432	1.94571	1.94368	1.94512	3557	0	14
2025.07.24	01:45:00	1.94512	1.94596	1.94487	1.94583	2336	0	14
2025.07.24	02:00:00	1.94581	1.94717	1.94570	1.94643	2514	0	14
2025.07.24	02:15:00	1.94642	1.94651	1.94582	1.94634	2405	0	14
2025.07.24	02:30:00	1.94635	1.94639	1.94522	1.94563	2179	0	14
2025.07.24	02:45:00	1.94563	1.94571	1.94486	1.94489	2309	0	14
2025.07.24	03:00:00	1.94489	1.94560	1.94440	1.94456	2694	0	14
2025.07.24	03:15:00	1.94456	1.94491	1.94423	1.94472	2388	0	14
2025.07.24	03:30:00	1.94472	1.94490	1.94408	1.94411	2224	0	14
2025.07.24	03:45:00	1.94411	1.94563	1.94392	1.94556	2269	0	14
2025.07.24	04:00:00	1.94556	1.94645	1.94546	1.94586	2215	0	14
2025.07.24	04:15:00	1.94586	1.94602	1.94556	1.94594	2141	0	14
2025.07.24	04:30:00	1.94594	1.94595	1.94532	1.94537	1670	0	14
2025.07.24	04:45:00	1.94537	1.94557	1.94461	1.94464	2002	0	14
2025.07.24	05:00:00	1.94463	1.94557	1.94427	1.94494	1970	0	14
2025.07.24	05:15:00	1.94494	1.94522	1.94459	1.94473	2572	0	14
2025.07.24	05:30:00	1.94474	1.94474	1.94365	1.94437	2433	0	14
2025.07.24	05:45:00	1.94435	1.94457	1.94362	1.94367	2041	0	14
2025.07.24	06:00:00	1.94365	1.94497	1.94307	1.94445	2175	0	14
2025.07.24	06:15:00	1.94445	1.94557	1.94435	1.94523	2585	0	14
2025.07.24	06:30:00	1.94523	1.94562	1.94416	1.94528	2780	0	14
2025.07.24	06:45:00	1.94528	1.94588	1.94440	1.94445	2895	0	14
2025.07.24	07:00:00	1.94445	1.94523	1.94427	1.94463	3442	0	14
2025.07.24	07:15:00	1.94464	1.94525	1.94440	1.94466	3361	0	14
2025.07.24	07:30:00	1.94467	1.94571	1.94425	1.94485	3063	0	14
2025.07.24	07:45:00	1.94486	1.94518	1.94427	1.94450	2540	0	14
2025.07.24	08:00:00	1.94448	1.94554	1.94431	1.94523	2541	0	14
2025.07.24	08:15:00	1.94522	1.94535	1.94354	1.94390	2449	0	14
2025.07.24	08:30:00	1.94390	1.94444	1.94302	1.94313	2706	0	14
2025.07.24	08:45:00	1.94313	1.94317	1.94117	1.94153	3091	0	14
2025.07.24	09:00:00	1.94152	1.94295	1.94138	1.94237	2649	0	14
2025.07.24	09:15:00	1.94237	1.94291	1.94224	1.94250	2264	0	14
2025.07.24	09:30:00	1.94250	1.94264	1.94157	1.94186	2052	0	14
2025.07.24	09:45:00	1.94187	1.94250	1.94148	1.94192	2348	0	14
2025.07.24	10:00:00	1.94193	1.94258	1.94175	1.94240	1981	0	14
2025.07.24	10:15:00	1.94240	1.94310	1.94216	1.94308	1814	0	14
2025.07.24	10:30:00	1.94308	1.94387	1.94282	1.94299	2284	0	14
2025.07.24	10:45:00	1.94300	1.94432	1.94297	1.94413	1994	0	14
2025.07.24	11:00:00	1.94413	1.94453	1.94332	1.94340	1891	0	14
2025.07.24	11:15:00	1.94340	1.94395	1.94261	1.94266	1606	0	14
2025.07.24	11:30:00	1.94264	1.94290	1.94199	1.94272	1900	0	14
2025.07.24	11:45:00	1.94272	1.94311	1.94246	1.94267	2915	0	14
2025.07.24	12:00:00	1.94268	1.94293	1.94190	1.94193	2780	0	14
2025.07.24	12:15:00	1.94188	1.94276	1.94058	1.94058	2912	0	14
2025.07.24	12:30:00	1.94058	1.94211	1.94047	1.94123	4129	0	14
2025.07.24	12:45:00	1.94122	1.94201	1.94080	1.94195	3946	0	14
2025.07.24	13:00:00	1.94195	1.94466	1.94144	1.94449	6191	0	14
2025.07.24	13:15:00	1.94448	1.94732	1.94418	1.94694	4728	0	14
2025.07.24	13:30:00	1.94695	1.94741	1.94535	1.94596	5286	0	14
2025.07.24	13:45:00	1.94596	1.94732	1.94540	1.94708	5309	0	14
2025.07.24	14:00:00	1.94709	1.94743	1.94553	1.94649	5249	0	14
2025.07.24	14:15:00	1.94649	1.94667	1.94514	1.94581	4287	0	14
2025.07.24	14:30:00	1.94581	1.94657	1.94564	1.94626	3764	0	14
2025.07.24	14:45:00	1.94627	1.94705	1.94606	1.94630	4685	0	14
2025.07.24	15:00:00	1.94629	1.94768	1.94628	1.94750	4576	0	14
2025.07.24	15:15:00	1.94750	1.94833	1.94737	1.94788	3508	0	14
2025.07.24	15:30:00	1.94788	1.94876	1.94756	1.94804	2684	0	14
2025.07.24	15:45:00	1.94804	1.94847	1.94766	1.94776	2273	0	14
2025.07.24	16:00:00	1.94776	1.94877	1.94768	1.94851	2441	0	14
2025.07.24	16:15:00	1.94851	1.94878	1.94805	1.94813	2728	0	14
2025.07.24	16:30:00	1.94812	1.94833	1.94755	1.94784	2529	0	14
2025.07.24	16:45:00	1.94784	1.94865	1.94765	1.94771	2880	0	14
2025.07.24	17:00:00	1.94773	1.94801	1.94713	1.94751	2255	0	14
2025.07.24	17:15:00	1.94752	1.94819	1.94751	1.94816	1902	0	14
2025.07.24	17:30:00	1.94816	1.94856	1.94795	1.94853	1863	0	14
2025.07.24	17:45:00	1.94852	1.94866	1.94795	1.94798	2367	0	14
2025.07.24	18:00:00	1.94798	1.94802	1.94743	1.94755	1894	0	14
2025.07.24	18:15:00	1.94754	1.94780	1.94743	1.94759	1609	0	14
2025.07.24	18:30:00	1.94760	1.94777	1.94744	1.94750	1732	0	14
2025.07.24	18:45:00	1.94750	1.94784	1.94723	1.94763	1824	0	14
2025.07.24	19:00:00	1.94769	1.94841	1.94766	1.94820	1458	0	14
2025.07.24	19:15:00	1.94820	1.94829	1.94797	1.94798	1478	0	14
2025.07.24	19:30:00	1.94798	1.94836	1.94788	1.94818	1969	0	14
2025.07.24	19:45:00	1.94818	1.94869	1.94801	1.94830	1849	0	14
2025.07.24	20:00:00	1.94829	1.94997	1.94805	1.94947	1874	0	14
2025.07.24	20:15:00	1.94947	1.94989	1.94937	1.94987	1131	0	14
2025.07.24	20:30:00	1.94988	1.95031	1.94921	1.94944	1862	0	14
2025.07.24	20:45:00	1.94948	1.94972	1.94854	1.94863	2026	0	14
2025.07.24	21:00:00	1.94830	1.94885	1.94264	1.94796	655	0	14
2025.07.24	21:15:00	1.94794	1.94831	1.94719	1.94815	647	0	14
2025.07.24	21:30:00	1.94808	1.94956	1.94782	1.94955	585	0	14
2025.07.24	21:45:00	1.94956	1.94963	1.94812	1.94824	1181	0	14
2025.07.24	22:00:00	1.94824	1.94913	1.94789	1.94903	855	0	14
2025.07.24	22:15:00	1.94903	1.94904	1.94855	1.94862	671	0	14
2025.07.24	22:30:00	1.94862	1.94874	1.94826	1.94839	804	0	14
2025.07.24	22:45:00	1.94838	1.94861	1.94823	1.94843	657	0	14
2025.07.24	23:00:00	1.94843	1.94852	1.94775	1.94804	593	0	14
2025.07.24	23:15:00	1.94805	1.94839	1.94789	1.94808	586	0	14
2025.07.24	23:30:00	1.94808	1.94811	1.94744	1.94780	929	0	14
2025.07.24	23:45:00	1.94781	1.94797	1.94718	1.94749	1361	0	14
2025.07.25	00:00:00	1.94748	1.94775	1.94676	1.94722	3010	0	14
2025.07.25	00:15:00	1.94720	1.94760	1.94701	1.94759	2034	0	14
2025.07.25	00:30:00	1.94759	1.94790	1.94711	1.94786	2035	0	14
2025.07.25	00:45:00	1.94784	1.94830	1.94754	1.94768	2791	0	14
2025.07.25	01:00:00	1.94768	1.94849	1.94713	1.94764	3064	0	14
2025.07.25	01:15:00	1.94766	1.94899	1.94747	1.94871	2861	0	14
2025.07.25	01:30:00	1.94868	1.94883	1.94814	1.94842	2457	0	14
2025.07.25	01:45:00	1.94841	1.94860	1.94807	1.94845	2320	0	14
2025.07.25	02:00:00	1.94845	1.94886	1.94829	1.94881	2183	0	14
2025.07.25	02:15:00	1.94881	1.94971	1.94870	1.94902	1765	0	14
2025.07.25	02:30:00	1.94902	1.94918	1.94839	1.94871	2078	0	14
2025.07.25	02:45:00	1.94870	1.94948	1.94835	1.94879	2268	0	14
2025.07.25	03:00:00	1.94879	1.94899	1.94820	1.94893	2011	0	14
2025.07.25	03:15:00	1.94893	1.94923	1.94864	1.94895	1980	0	14
2025.07.25	03:30:00	1.94897	1.94928	1.94875	1.94881	2147	0	14
2025.07.25	03:45:00	1.94881	1.94913	1.94777	1.94793	1634	0	14
2025.07.25	04:00:00	1.94793	1.94840	1.94753	1.94836	2097	0	14
2025.07.25	04:15:00	1.94837	1.94888	1.94805	1.94821	1528	0	14
2025.07.25	04:30:00	1.94821	1.95090	1.94814	1.95049	2509	0	14
2025.07.25	04:45:00	1.95049	1.95083	1.94993	1.95002	1933	0	14
2025.07.25	05:00:00	1.95002	1.95016	1.94925	1.94952	2593	0	14
2025.07.25	05:15:00	1.94952	1.94970	1.94794	1.94815	1590	0	14
2025.07.25	05:30:00	1.94814	1.94882	1.94766	1.94865	1971	0	14
2025.07.25	05:45:00	1.94866	1.94902	1.94794	1.94901	2662	0	14
2025.07.25	06:00:00	1.94901	1.94967	1.94879	1.94923	3286	0	14
2025.07.25	06:15:00	1.94923	1.95104	1.94909	1.95056	2835	0	14
2025.07.25	06:30:00	1.95053	1.95155	1.95024	1.95107	2852	0	14
2025.07.25	06:45:00	1.95106	1.95135	1.94974	1.94994	2518	0	14
2025.07.25	07:00:00	1.94994	1.95295	1.94989	1.95285	3190	0	14
2025.07.25	07:15:00	1.95284	1.95343	1.95257	1.95316	2911	0	14
2025.07.25	07:30:00	1.95316	1.95541	1.95315	1.95485	3373	0	14
2025.07.25	07:45:00	1.95484	1.95502	1.95375	1.95482	3380	0	14
2025.07.25	08:00:00	1.95480	1.95514	1.95397	1.95429	3774	0	14
2025.07.25	08:15:00	1.95430	1.95514	1.95427	1.95488	3015	0	14
2025.07.25	08:30:00	1.95488	1.95533	1.95396	1.95408	2897	0	14
2025.07.25	08:45:00	1.95407	1.95443	1.95347	1.95378	2638	0	14
2025.07.25	09:00:00	1.95380	1.95441	1.95336	1.95421	3077	0	14
2025.07.25	09:15:00	1.95420	1.95489	1.95371	1.95447	2139	0	14
2025.07.25	09:30:00	1.95447	1.95461	1.95348	1.95372	1997	0	14
2025.07.25	09:45:00	1.95372	1.95372	1.95210	1.95253	2061	0	14
2025.07.25	10:00:00	1.95254	1.95318	1.95215	1.95229	1750	0	14
2025.07.25	10:15:00	1.95231	1.95295	1.95203	1.95235	2034	0	14
2025.07.25	10:30:00	1.95235	1.95275	1.95211	1.95236	1592	0	14
2025.07.25	10:45:00	1.95238	1.95255	1.95023	1.95041	2314	0	14
2025.07.25	11:00:00	1.95041	1.95052	1.94975	1.95000	2134	0	14
2025.07.25	11:15:00	1.95000	1.95055	1.94972	1.94989	2786	0	14
2025.07.25	11:30:00	1.94987	1.95013	1.94864	1.94867	2314	0	14
2025.07.25	11:45:00	1.94867	1.94914	1.94836	1.94860	2630	0	14
2025.07.25	12:00:00	1.94860	1.95004	1.94857	1.95004	2215	0	14
2025.07.25	12:15:00	1.95004	1.95083	1.94966	1.95058	1789	0	14
2025.07.25	12:30:00	1.95054	1.95164	1.95017	1.95121	2997	0	14
2025.07.25	12:45:00	1.95122	1.95160	1.95030	1.95154	3179	0	14
2025.07.25	13:00:00	1.95154	1.95242	1.95070	1.95190	6139	0	14
